NAME,TIPOINSTIT,TIPOINSTI2,TIPOLOCALI,TIPOLOCAL2,TIPOUNIDAD,TIPOUNIDA0,TIPOTIPOLO,TIPOTIPOL0,TIPOSUBTIP,TIPOSUBTI0,TIPOENTIDA,TIPOENTID0,TIPOMUNICI,TIPOMUNIC0,TIPOJURISD,TIPOJURIS0,CLAVE,NUMCONSUL,NUMCAM,NOMBRE,DOMICILIO,ASENTAMIEN,COLONIA,NOINT,NOEXT,OBSDIREC,CODPOST,RESPONSABL,LADA,TELEFONO,EMAIL,FECHACONST,FECHAINICI,MARCA,MODELO,CAPACIDAD,TIPOUNID01,TIPOUNID02,TIPOCARAV,TIPOCARAV2,TIPOTIPO01,TIPOTIPO02,TIPOCONTRO,TIPOCONTR0,TIPOMOVUNI,TIPOMOVUN0,TIPOESTUNI,TIPOESTAUN,OBSERV,FECHAALTA,FECHAMOV,TIPONIVELA,TIPONIVEL0,TIPOACREDI,TIPOESTACR,TIPOESTAC0,TIPOUNI,TIPOUNI2,TIPOOBRA,TIPOOBRA2,LATITUD,LONGITUD,OID
JCSSA002936,SSA,SECRETARIA DE SALUD,1,JALOSTOTITLAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,46,JALOSTOTITLAN,3,TEPATITLAN,JCSSA002936,0,0,MODULO JALOSTOTITLAN,CRISTINA PLASCENCIA,,,,3,CRISTINA PLASCENCIA 3,47120,ENF. ESTHER YOLANDA MU NOZ FIGUEROA,431,7460323,luis_na_v@hotmail.com,,30/09/1990 12:00:00 a.m.,CHEVROLET TORNADO,2005,735,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,21.174,-102.46,482
JCSSA002941,SSA,SECRETARIA DE SALUD,1,JALOSTOTITLAN,CE,UNIDAD DE CONSULTA EXTERNA,G,URBANO DE 04 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,46,JALOSTOTITLAN,3,TEPATITLAN,JCSSA002941,8,3,CENTRO DE SALUD JALOSTOTITLAN,CRISTINA PLASCENCIA,,,,3,CRISTINA PLASCENCIA 3,47120,DR. MARIO CUELLAR RODRIGUEZ,431,7460323,ssjtepa@prodigy.net.mx,01/01/1981 12:00:00 a.m.,01/01/1981 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.1741,-102.46,483
JCSSA002953,SSA,SECRETARIA DE SALUD,66,SAN GASPAR DE LOS REYES (SAN GASPAR),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,46,JALOSTOTITLAN,3,TEPATITLAN,JCSSA002953,1,2,CENTRO DE SALUD SAN GASPAR,ALLENDE,,,,SIN NUMERO,ALLENDE SN,47130,ENF. SARA ORNELAS JIMENEZ,431,7429668,ssjtepa@prodigy.net.mx,01/10/1975 12:00:00 a.m.,27/06/1968 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.2913,-102.502,484
JCSSA002965,SSA,SECRETARIA DE SALUD,76,TEOCALTITAN DE GUADALUPE,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,46,JALOSTOTITLAN,3,TEPATITLAN,JCSSA002965,1,2,CENTRO DE SALUD TEOCALTITAN,GONZALEZ GALLO,,,,25,GONZALEZ GALLO 25,47138,ENF. SOFIA BRISE NO GUTIERREZ,431,7463484,ssjtepa@prodigy.net.mx,01/10/1975 12:00:00 a.m.,27/07/1968 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.1458,-102.398,485
JCSSA003011,SSA,SECRETARIA DE SALUD,1,JESUS MARIA,CE,UNIDAD DE CONSULTA EXTERNA,C,RURAL DE 03 NUCLEOS BASICOS Y MAS,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003011,6,3,CENTRO DE SALUD JESUS MARIA,GONZALEZ GALLO,,,,SIN NUMERO,GONZALEZ GALLO SIN NUMERO,47950,DR. ELEAZAR MU NOZ GUZMAN,348,7040666,ssjtepa@prodigy.net.mx,01/01/1964 12:00:00 a.m.,23/03/1977 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.6069,-102.222,486
JCSSA003023,SSA,SECRETARIA DE SALUD,1,JESUS MARIA,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003023,0,0,MODULO JESUS MARIA,GONZALEZ GALLO,,,,SIN NUMERO,GONZALEZ GALLO SIN NUMERO,47950,ENF. CLAUDIA RAMOS CHAVEZ,348,7040666,luis_na_v@hotmail.com,,30/09/1990 12:00:00 a.m.,CHEVROLET TORNADO,2005,735,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.6072,-102.222,487
JCSSA003035,SSA,SECRETARIA DE SALUD,3,ALLENDE (JOSEFINO DE ALLENDE),CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003035,2,2,CENTRO DE SALUD JOSEFINO DE ALLENDE,MIGUEL DIAZ OROZCO,,,,10,MIGUEL DIAZ OROZCO 10,47976,ENF. ERIKA LILIANA GARCIA CAMARENA,999,9999999,ssjtepa@prodigy.net.mx,01/05/1962 12:00:00 a.m.,22/07/1967 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.7202,-102.085,488
JCSSA003040,SSA,SECRETARIA DE SALUD,7,AYO EL GRANDE,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003040,1,0,CENTRO DE SALLUD AYO EL GRANDE,POR LA ENTRADA PRINCIPAL A LA DERECHA,,,,,POR LA ENTRADA PRINCIPAL A LA DERECHA,47976,ENF. ROSA LOPEZ BERNAL,999,9999999,ssjtepa@prodigy.net.mx,01/03/1975 12:00:00 a.m.,01/03/1975 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.6139,-101.991,489
JCSSA003052,SSA,SECRETARIA DE SALUD,79,OJO ZARCO DE FUENTES,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003052,1,2,CENTRO DE SALUD OJO ZARCO,POR LA ENTRADA PRINCIPAL A LA DERECHA,,,,,POR LA ENTRADA PRINCIPAL A LA DERECHA,47955,ENF. TERESA GARCIA GONZALEZ,999,9999999,ssjtepa@prodigy.net.mx,01/02/2000 12:00:00 a.m.,01/02/2000 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.7237,-102.155,490
JCSSA003064,SSA,SECRETARIA DE SALUD,121,ROSALES,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003064,2,2,CENTRO DE SALUD ROSALES,CAMINO PRINCIPAL A LA DERECHA,,,,,CAMINO PRINCIPAL A LA DERECHA,47950,ENF. SONIA SOLIS SAAVEDRA,999,9999999,ssjtepa@prodigy.net.mx,01/01/1975 12:00:00 a.m.,01/01/1975 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.6125,-102.126,491
JCSSA003076,SSA,SECRETARIA DE SALUD,128,SAN JOSE DE LA PAZ,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,48,JESUS MARIA,3,TEPATITLAN,JCSSA003076,1,2,CENTRO DE SALUD SAN JOSE DE LA PAZ,VICENTE GUERRERO,,,,3,VICENTE GUERRERO 3,47970,ENF. LUZ MARIA MEDINA MARTINEZ,392,9312104,ssjtepa@prodigy.net.mx,01/10/1985 12:00:00 a.m.,01/10/1985 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.5555,-102.058,492
JCSSA003653,SSA,SECRETARIA DE SALUD,1,MEXTICACAN,CE,UNIDAD DE CONSULTA EXTERNA,B,RURAL DE 02 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,60,MEXTICACAN,3,TEPATITLAN,JCSSA003653,4,3,CENTRO DE SALUD MEXTICACAN,HIDALGO,,,,251 A,HIDALGO 251 A,47340,DR. GENARO QUEZADA GOMEZ,344,7020305,ssjtepa@prodigy.net.mx,01/01/1963 12:00:00 a.m.,01/01/1963 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.2685,-102.779,493
JCSSA003665,SSA,SECRETARIA DE SALUD,1,MEXTICACAN,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,60,MEXTICACAN,3,TEPATITLAN,JCSSA003665,0,0,MODULO MEXTICACAN,HIDALGO,,,,251 A,HIDALGO 251 A,47340,ENF. MA GUADALUPE PEREZ ORNELAS,344,7020305,luis_na_v@hotmail.com,,30/09/1990 12:00:00 a.m.,FORD RANGER,2006,750,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,21.2684,-102.779,494
JCSSA004674,SSA,SECRETARIA DE SALUD,1,SAN JULIAN,CE,UNIDAD DE CONSULTA EXTERNA,C,RURAL DE 03 NUCLEOS BASICOS Y MAS,NES,NO ESPECIFICADO,14,JALISCO,74,SAN JULIAN,3,TEPATITLAN,JCSSA004674,6,3,CENTRO DE SALUD SAN JULIAN,HIDALGO ORIENTE,,,,131,HIDALGO ORIENTE 131,47170,DR. RAFAEL RUIZ MACHADO,347,7180365,ssjtepa@prodigy.net.mx,01/06/1954 12:00:00 a.m.,01/06/1954 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.0093,-102.175,495
JCSSA004785,SSA,SECRETARIA DE SALUD,1,SAN MIGUEL EL ALTO,CE,UNIDAD DE CONSULTA EXTERNA,G,URBANO DE 04 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,78,SAN MIGUEL EL ALTO,3,TEPATITLAN,JCSSA004785,5,3,CENTRO DE SALUD SAN MIGUEL EL ALTO,MARTINA RAMIREZ,,,,70,MARTINA RAMIREZ 70,47140,DR. LUIS ALFONSO NAVARRO TRUJILLO,347,7885243,ssjtepa@prodigy.net.mx,01/01/1985 12:00:00 a.m.,01/01/1985 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.0356,-102.4,496
JCSSA013091,SSA,SECRETARIA DE SALUD,1,SAN MIGUEL EL ALTO,HO,UNIDAD DE HOSPITALIZACION,O,HOSPITAL ESPECIALIZADO,NES,NO ESPECIFICADO,14,JALISCO,78,SAN MIGUEL EL ALTO,3,TEPATITLAN,JCSSA013091,5,20,UNIDAD ESPECIALIZADA PARA LA ATENCION OBSTETRICA Y NEONATAL SAN MIGUEL EL ALTO,AQUILES SERDAN,,,,151,AQUILES SERDAN 151,47140,DR. GERARDO CAUDILLO CASILLAS,347,7885364,hospital_sanmiguel@hotmail.com,01/10/2007 12:00:00 a.m.,01/10/2007 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,04/12/2007 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,3,TERCER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,21.0374,-102.4,497
JCSSA004790,SSA,SECRETARIA DE SALUD,117,MIRANDILLAS,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,78,SAN MIGUEL EL ALTO,3,TEPATITLAN,JCSSA004790,1,2,CENTRO DE SALUD MIRANDILLA,GENARO MARTIN,,,,75,GENARO MARTIN 75,47160,DR. ALFONSO NAVARRO TRUJILLO,347,7143090,ssjtepa@prodigy.net.mx,01/02/1991 12:00:00 a.m.,01/02/1991 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,20.9433,-102.541,498
JCSSA004802,SSA,SECRETARIA DE SALUD,182,SAN JOSE DE LOS REYNOSO,CE,UNIDAD DE CONSULTA EXTERNA,A,RURAL DE 01 NUCLEO BASICO,NES,NO ESPECIFICADO,14,JALISCO,78,SAN MIGUEL EL ALTO,3,TEPATITLAN,JCSSA004802,1,2,CENTRO DE SALUD SAN JOSE DE LOS REYNOSO,ANASTACIO REYNOSO,,,,32,ANASTACIO REYNOSO 32,47150,ENF. JUANA SERRANO LOPEZ,474,7429349,ssjtepa@prodigy.net.mx,01/06/1960 12:00:00 a.m.,01/06/1960 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,1,RURAL,NES,NO ESPECIFICADO,21.0727,-102.284,499
JCSSA005584,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,HO,UNIDAD DE HOSPITALIZACION,M,HOSPITAL GENERAL,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA005584,17,71,HOSPITAL REGIONAL TEPATITLAN,AMADO NERVO,,LA GLORIA,,1025,AMADO NERVO 1025  COL. LA GLORIA,47670,DR. JUAN CARLOS ROLON DIAZ,378,7821661  7821738,direccionhrt@hotmail.com,01/05/1992 12:00:00 a.m.,01/05/1992 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,2,SEGUNDO NIVEL,10,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.812,-102.78,500
JCSSA005596,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA005596,0,0,MODULO TEPATITLAN,ALDAMA,,,,120,ALDAMA 120,47600,ENF. JOSE ANTONIO VARGAS HERNANDEZ,378,7820363,luis_na_v@hotmail.com,,30/09/1990 12:00:00 a.m.,CHEVROLET TORNADO,2005,735,2,OPORTUNIDADES,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.8087,-102.762,501
JCSSA005601,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,CE,UNIDAD DE CONSULTA EXTERNA,K,URBANO DE 08 NUCLEOS BASICOS,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA005601,13,2,CENTRO DE SALUD TEPATITLAN,ALDAMA,,,,120,ALDAMA 120,47600,DR. SALVADOR VILLASE NOR DE LA TORRE,378,7820363,ssjtepa@prodigy.net.mx,01/05/1961 12:00:00 a.m.,22/04/2002 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.814,-102.761,502
JCSSA013325,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,CE,UNIDAD DE CONSULTA EXTERNA,UNE,UNIDAD DE ESPECIALIDADES MEDICAS (UNEMES),UNE02,UNEMES DE ADICCIONES  CAPA  NUEVA VIDA,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA013325,1,0,CENTRO DE ATENCION PRIMARIA EN ADICCIONES NUEVA VIDA TEPATITLAN,OCTAVIO PAZ ENTRE AMADO NERVO Y GONZALEZ MORIN,,LOMA BONITA,,509,OCTAVIO PAZ 509 ENTRE AMADO NERVO Y GONZALEZ MORIN  COL. LOMA BONITA,47670,LIC. AURELIO MARTINEZ GARCIA,378,7825534,capatepatitlan@hotmail.com,01/12/2008 12:00:00 a.m.,01/12/2008 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,15/06/2009 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.8118,-102.778,503
JCSSA013190,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,CE,UNIDAD DE CONSULTA EXTERNA,P,UNIDAD MOVIL,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA013190,1,0,UNIDAD MOVIL DE SALUD DE LA MUJER TEPATITLAN,TEPEYAC,,CENTRO,,90,TEPEYAC 90  COL. CENTRO,47600,DR. RICARDO RODRIGUEZ LOPEZ,378,7820365,ssjtepa@prodigy.net.mx,,01/04/2008 12:00:00 a.m.,MERCEDES BENZ-AUTOBUS,2008,1500,4,OTRO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,CORRECCION EN LA CAPACIDAD DE CARGA  ESTABA EN TONELADAS NO EN KILOS  VALIDADO POR REGION SANITARIA,26/05/2008 12:00:00 a.m.,17/04/2012 12:00:00 a.m.,1,PRIMER NIVEL,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.8132,-102.761,504
JCSSA012940,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,EA,ESTABLECIMIENTO DE APOYO,LAB,LABORATORIOS,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA012940,0,0,LABORATORIO DE SALUD PUBLICA,ALDAMA,,CENTRO,,120,ALDAMA 120  COL. CENTRO,47600,M.V.Z. GEO VIDAURRI SOLANO,378,7820365,ssjtepa@prodigy.net.mx,01/05/2000 12:00:00 a.m.,01/05/2000 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,30/08/2006 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.8087,-102.762,505
JCSSA012800,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,EA,ESTABLECIMIENTO DE APOYO,ALM,ALMACENES,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA012800,0,0,ALMACEN,ALDAMA,,CENTRO,,120,ALDAMA 120  COL. CENTRO,47600,LIC. JOSE CORREA BECERRA,378,7820365,ssjtepa@prodigy.net.mx,01/05/1962 12:00:00 a.m.,22/07/1967 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,30/08/2006 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.8087,-102.762,506
JCSSA012655,SSA,SECRETARIA DE SALUD,1,TEPATITLAN DE MORELOS,EA,ESTABLECIMIENTO DE APOYO,OFI,OFICINAS ADMINISTRATIVAS,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA012655,0,0,OFICINAS ADMINISTRATIVAS,JACARANDAS,,FRACCIONAMIENTO CUATRO CAMINOS,,1568,JACARANDAS 1568  COL. FRACCIONAMIENTO CUATRO CAMINOS,47600,DR SALVADOR RAZO ARIAS,378,7820365,ssjtepa@prodigy.net.mx,01/05/1961 12:00:00 a.m.,22/04/2002 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,30/08/2006 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,0,NO APLICA,NES,NAP,NO APLICA,2,URBANO,NES,NO ESPECIFICADO,20.8087,-102.762,507
JCSSA005613,SSA,SECRETARIA DE SALUD,58,CAPILLA DE GUADALUPE,CE,UNIDAD DE CONSULTA EXTERNA,C,RURAL DE 03 NUCLEOS BASICOS Y MAS,NES,NO ESPECIFICADO,14,JALISCO,93,TEPATITLAN DE MORELOS,3,TEPATITLAN,JCSSA005613,5,3,CENTRO DE SALUD CAPILLA DE GUADALUPE,PEDRO MORENO,,,,177,PEDRO MORENO 177,47700,DR. HECTOR EDUARDO MONROY RIVERA,378,7120372,ssjtepa@prodigy.net.mx,01/04/1963 12:00:00 a.m.,01/04/1963 12:00:00 a.m.,,,,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,NES,NO ESPECIFICADO,C,CAMBIO,C,CAMBIO,1,EN OPERACION,SE ACTUALIZARON DATOS,31/12/2005 12:00:00 a.m.,10/05/2011 12:00:00 a.m.,1,PRIMER NIVEL,1,1,ACREDITADA,2,URBANO,NES,NO ESPECIFICADO,20.821,-102.59,508
